DIM,PROCS,REP,TIME,STATUS
2000,56,5,6.488339,0
2000,56,6,6.305942,0
2000,56,7,6.347807,0
2000,56,8,6.380439,0
2000,56,9,5.037146,0
2000,8,10,35.130448,0
2000,8,1,36.921584,0
2000,8,2,37.463168,0
2000,8,3,36.728884,0
2000,8,4,36.644325,0
2000,8,5,36.574099,0
2000,8,6,36.988566,0
2000,8,7,37.484975,0
2000,8,8,37.004958,0
2000,8,9,34.708612,0
2000,60,10,4.764849,0
2000,60,1,4.761327,0
2000,60,2,4.741568,0
2000,60,3,4.656460,0
2000,60,4,4.879874,0
2000,60,5,4.708786,0
2000,60,6,4.681326,0
2000,60,7,4.699346,0
2000,60,8,4.760604,0
2000,60,9,4.791053,0
2000,64,10,4.765506,0
2000,64,1,4.784458,0
2000,64,2,4.688207,0
2000,64,3,4.681135,0
2000,64,4,4.825044,0
2000,64,5,4.833349,0
2000,64,6,4.747708,0
2000,64,7,4.787277,0
2000,64,8,4.820543,0
2000,64,9,4.792903,0
2000,68,10,4.547263,0
2000,68,1,4.625136,0
2000,68,2,4.579838,0
2000,68,3,4.521003,0
2000,68,4,4.546697,0
2000,68,5,4.566740,0
2000,68,6,4.563835,0
2000,68,7,4.682939,0
2000,68,8,4.602776,0
2000,68,9,4.561740,0
2000,72,10,4.669396,0
2000,72,1,4.624815,0
2000,72,2,4.782802,0
2000,72,3,4.637593,0
2000,72,4,4.636499,0
2000,72,5,4.626718,0
2000,72,6,4.664753,0
2000,72,7,4.612212,0
2000,72,8,4.594679,0
2000,72,9,4.619245,0


