DIM,PROCS,REP,TIME,STATUS
500,68,7,1.043152,0
500,68,8,1.044894,0
500,68,9,1.019257,0
500,69,10,1.068134,0
500,69,1,1.086781,0
500,69,2,1.076729,0
500,69,3,1.051927,0
500,69,4,1.082732,0
500,69,5,1.054987,0
500,69,6,1.051365,0
500,69,7,1.057064,0
500,69,8,1.043271,0
500,69,9,1.036086,0
500,70,10,1.112576,0
500,70,1,1.177308,0
500,70,2,1.152575,0
500,70,3,1.127991,0
500,70,4,1.097434,0
500,70,5,1.124159,0
500,70,6,1.130713,0
500,70,7,1.105302,0
500,70,8,1.153259,0
500,70,9,1.144694,0
500,71,10,0.713644,0
500,71,1,0.688371,0
500,71,2,0.709489,0
500,71,3,0.702397,0
500,71,4,0.702859,0
500,71,5,0.678189,0
500,71,6,0.698442,0
500,71,7,0.663029,0
500,71,8,0.708581,0
500,71,9,0.726211,0
500,72,10,1.219177,0
500,72,1,1.169356,0
500,72,2,1.215164,0
500,72,3,1.188729,0
500,72,4,1.242296,0
500,72,5,1.200468,0
500,72,6,1.245171,0
500,72,7,1.185585,0
500,72,8,1.214925,0
500,72,9,1.189679,2
1000,1,10,20.117092,0
1000,1,1,20.418901,0
1000,1,2,19.883504,0
1000,1,3,20.144703,0
1000,1,4,20.091473,0
1000,1,5,19.869407,0
1000,1,6,19.783339,0
1000,1,7,19.572843,0
1000,1,8,19.935880,0
1000,1,9,19.630682,0
1000,12,10,3.073639,0
1000,12,1,3.049126,0
1000,12,2,3.024010,0
1000,12,3,3.062493,0
1000,12,4,3.067119,0
1000,12,5,3.050380,0
1000,12,6,3.081661,0
1000,12,7,3.016408,0
1000,12,8,3.078734,0
1000,12,9,3.076219,0
1000,16,10,2.313740,0
1000,16,1,2.263360,0
1000,16,2,2.359226,0
1000,16,3,2.301313,0
1000,16,4,2.300083,0
1000,16,5,2.290251,0
1000,16,6,2.312077,0
1000,16,7,2.303228,0
1000,16,8,2.302391,0
1000,16,9,2.307940,0
1000,20,10,1.727361,0
1000,20,1,1.861482,0
1000,20,2,1.798322,0
1000,20,3,1.810327,0
1000,20,4,1.847718,0
1000,20,5,1.845947,0
1000,20,6,1.850452,0
1000,20,7,1.862985,0
1000,20,8,1.840702,0
1000,20,9,1.866923,0
1000,24,10,1.404677,0
1000,24,1,1.577448,0
1000,24,2,1.542305,0
1000,24,3,1.500380,0
1000,24,4,1.532663,0
1000,24,5,1.520372,0
1000,24,6,1.534205,0
1000,24,7,1.518549,0
1000,24,8,1.407673,0
1000,24,9,1.410448,0
1000,28,10,1.042232,0
1000,28,1,1.211728,0
1000,28,2,1.218348,0
1000,28,3,1.201123,0
1000,28,4,1.213263,0
1000,28,5,1.197717,0
1000,28,6,1.170783,0
1000,28,7,1.202484,0
1000,28,8,1.197173,0
1000,28,9,1.202391,0
1000,32,10,2.241111,0
1000,32,1,2.368003,0
1000,32,2,2.219843,0
1000,32,3,2.326100,0
1000,32,4,2.224332,0
1000,32,5,2.197916,0
1000,32,6,2.195604,0
1000,32,7,2.278115,0
1000,32,8,2.480642,0
1000,32,9,2.327202,0
1000,36,10,1.028151,0
1000,36,1,1.048339,0
1000,36,2,1.061324,0
1000,36,3,1.047917,0
1000,36,4,1.020660,0
1000,36,5,0.909677,0
1000,36,6,0.976124,0
1000,36,7,1.015651,0
1000,36,8,1.011455,0
1000,36,9,1.005462,0
1000,4,10,7.043305,0
1000,4,1,7.047709,0
1000,4,2,7.046677,0
1000,4,3,7.078349,0
1000,4,4,7.014217,0
1000,4,5,7.018571,0
1000,4,6,7.054882,0
1000,4,7,7.056250,0
1000,4,8,7.040408,0
1000,4,9,7.045299,0
1000,40,10,0.808548,0
1000,40,1,0.804800,0
1000,40,2,0.804107,0
1000,40,3,0.804884,0
1000,40,4,0.815151,0
1000,40,5,0.802641,0
1000,40,6,0.806482,0
1000,40,7,0.809987,0
1000,40,8,0.807278,0
1000,40,9,0.805994,0
1000,44,10,0.835070,0
1000,44,1,0.849180,0
1000,44,2,0.833413,0
1000,44,3,0.834100,0
1000,44,4,0.842072,0
1000,44,5,0.833273,0
1000,44,6,0.829267,0
1000,44,7,0.814368,0
1000,44,8,0.830356,0
1000,44,9,0.832221,0
1000,48,10,0.798378,0
1000,48,1,0.809933,0
1000,48,2,0.819950,0
1000,48,3,0.798387,0
1000,48,4,0.803608,0
1000,48,5,0.798818,0
1000,48,6,0.799417,0
1000,48,7,0.795218,0
1000,48,8,0.803420,0
1000,48,9,0.802414,0
1000,52,10,1.101712,0
1000,52,1,1.287085,0
1000,52,2,1.551043,0
1000,52,3,1.483390,0
1000,52,4,1.484379,0
1000,52,5,1.404109,0
1000,52,6,1.444939,0
1000,52,7,1.513351,0
1000,52,8,1.438967,0
1000,52,9,1.392584,0
1000,56,10,0.546104,0
1000,56,1,0.796144,0
1000,56,2,0.799561,0
1000,56,3,0.810242,0
1000,56,4,0.798666,0
1000,56,5,0.791539,0
1000,56,6,0.797605,0
1000,56,7,0.809457,0
1000,56,8,0.801463,0
1000,56,9,0.621527,0
1000,8,10,4.563667,0
1000,8,1,4.547063,0
1000,8,2,4.587843,0
1000,8,3,4.546186,0
1000,8,4,4.596663,0
1000,8,5,4.551515,0
1000,8,6,4.483424,0
1000,8,7,4.569951,0
1000,8,8,4.642468,0
1000,8,9,4.346838,0
1000,60,10,0.601227,0
1000,60,1,0.686941,0
1000,60,2,0.611316,0
1000,60,3,0.599454,0
1000,60,4,0.704944,0
1000,60,5,0.713498,0
1000,60,6,0.724892,0
1000,60,7,0.681289,0
1000,60,8,0.663953,0
1000,60,9,0.619598,0
1000,64,10,1.633588,0
1000,64,1,1.426895,0
1000,64,2,1.395277,0
1000,64,3,1.499363,0
1000,64,4,1.514447,0
1000,64,5,1.526158,0
1000,64,6,1.484483,0
1000,64,7,1.464403,0
1000,64,8,1.551235,0
1000,64,9,1.494564,0
1000,68,10,1.588637,0
1000,68,1,1.576821,0
1000,68,2,1.599393,0
1000,68,3,1.554719,0
1000,68,4,1.601659,0
1000,68,5,1.556578,0
1000,68,6,1.598348,0
1000,68,7,1.528744,0
1000,68,8,1.579976,0
1000,68,9,1.538723,0
1000,72,10,1.740174,0
1000,72,1,1.634777,0
1000,72,2,1.703059,0
1000,72,3,1.733880,0
1000,72,4,1.652910,0
1000,72,5,1.750263,0
1000,72,6,1.769108,0
1000,72,7,1.761069,0
1000,72,8,1.747802,0
1000,72,9,1.699496,0
2000,1,10,125.668133,0
2000,1,1,187.718973,0
2000,1,2,187.169010,0
2000,1,3,186.635536,0
2000,1,4,180.812465,0
2000,1,5,125.181579,0
2000,1,6,125.795800,0
2000,1,7,125.640536,0
2000,1,8,125.364825,0
2000,1,9,126.155003,0
2000,12,10,25.059427,0
2000,12,1,25.131759,0
2000,12,2,24.778916,0
2000,12,3,24.984597,0
2000,12,4,25.124510,0
2000,12,5,25.114889,0
2000,12,6,24.607506,0
2000,12,7,25.184370,0
2000,12,8,25.055765,0
2000,12,9,24.824024,0
2000,16,10,17.042885,0
2000,16,1,18.895661,0
2000,16,2,18.716386,0
2000,16,3,18.782916,0
2000,16,4,18.772132,0
2000,16,5,18.689621,0
2000,16,6,18.808074,0
2000,16,7,18.373518,0
2000,16,8,18.948568,0
2000,16,9,17.861941,0
2000,20,10,11.711808,0
2000,20,1,14.741855,0
2000,20,2,14.523459,0
2000,20,3,14.356190,0
2000,20,4,14.476447,0
2000,20,5,14.244836,0
2000,20,6,13.228728,0
2000,20,7,12.095505,0
2000,20,8,11.572416,0
2000,20,9,11.423567,0
2000,24,10,9.647292,0
2000,24,1,12.280480,0
2000,24,2,12.273074,0
2000,24,3,12.140856,0
2000,24,4,11.779782,0
2000,24,5,11.968799,0
2000,24,6,11.056329,0
2000,24,7,11.079278,0
2000,24,8,9.435899,0
2000,24,9,9.590078,0
2000,28,10,10.476939,0
2000,28,1,10.582493,0
2000,28,2,10.451595,0
2000,28,3,10.652617,0
2000,28,4,10.612079,0
2000,28,5,10.477309,0
2000,28,6,10.029045,0
2000,28,7,10.059477,0
2000,28,8,10.466531,0
2000,28,9,10.279097,0
2000,32,10,8.370912,0
2000,32,1,9.118101,0
2000,32,2,9.267624,0
2000,32,3,9.347711,0
2000,32,4,9.352531,0
2000,32,5,9.144586,0
2000,32,6,9.169442,0
2000,32,7,9.299931,0
2000,32,8,8.896390,0
2000,32,9,8.416298,0
2000,36,10,6.358798,0
2000,36,1,8.303495,0
2000,36,2,8.157995,0
2000,36,3,8.263186,0
2000,36,4,8.319210,0
2000,36,5,8.183546,0
2000,36,6,8.217379,0
2000,36,7,8.420551,0
2000,36,8,7.478013,0
2000,36,9,6.342217,0
2000,40,10,5.775907,0
2000,40,1,7.317862,0
2000,40,2,7.159010,0
2000,40,3,7.098891,0
2000,40,4,7.267933,0
2000,40,5,7.092702,0
2000,40,6,7.285254,0
2000,40,7,7.232938,0
2000,40,8,6.913507,0
2000,40,9,5.763062,0
2000,4,10,63.304385,0
2000,4,1,73.464839,0
2000,4,2,73.717543,0
2000,4,3,73.158910,0
2000,44,10,5.396583,0
2000,44,1,6.665125,0
2000,44,2,6.668751,0
2000,44,3,6.405314,0
2000,44,4,6.437053,0
2000,44,5,6.362809,0
2000,44,6,6.482932,0
2000,44,7,5.312088,0
2000,44,8,5.301056,0
2000,44,9,5.468791,0
2000,4,4,73.321733,0
2000,4,5,71.685135,0
2000,4,6,69.113198,0
2000,4,7,63.697995,0
2000,48,10,6.021779,0
2000,48,1,6.267480,0
2000,48,2,6.188733,0
2000,48,3,6.209406,0
2000,48,4,6.236222,0
2000,48,5,6.232756,0
2000,48,6,6.269089,0
2000,48,7,6.036947,0
2000,48,8,6.035688,0
2000,48,9,5.983466,0
2000,4,8,62.971917,0
2000,4,9,63.741183,0
2000,52,10,5.668890,0
2000,52,1,5.428599,0
2000,52,2,5.498152,0
2000,52,3,5.529040,0
2000,52,4,5.670104,0
2000,52,5,5.526801,0
2000,52,6,5.424926,0
2000,52,7,5.417664,0
2000,52,8,5.530203,0
2000,52,9,5.434107,0
2000,56,10,4.926694,0
2000,56,1,6.394772,0
2000,56,2,6.349507,0
2000,56,3,6.291648,0
2000,56,4,6.496186,0
