DIM,PROCS,AVG_TIME,PERCENT_ERROR,TOTAL_RUNS,FAILED_RUNS,REF_AVG,SPEEDUP_REF,SPEEDUP,EFFICENCY
500,51,0.2029369,0.0,10.0,0.0,0.3786042,1.8656252263634656,10.53217034457509,20.651314401127628
500,52,0.2153537,0.0,10.0,0.0,0.3786042,1.758057558333105,9.924909578985643,19.08636457497239
500,53,0.19535779999999997,0.0,10.0,0.0,0.3786042,1.9380040111016814,10.94077636009415,20.642974264328583
500,54,0.1151788,0.0,10.0,0.0,0.3786042,3.2870997093215073,18.556939297856903,34.36470240343871
500,55,0.10536589999999998,0.0,10.0,0.0,0.3786042,3.5932327251985705,20.28517765235243,36.88214118609533
500,56,0.0960781,0.0,10.0,0.0,0.3786042,3.9405879175379197,22.24613101216615,39.7252339502967
500,57,0.09761729999999999,0.0,10.0,0.0,0.3786042,3.8784539215897187,21.89536076084875,38.412913615524126
500,58,0.2083696,0.0,10.0,0.0,0.3786042,1.8169838594497472,10.25757116201212,17.685467520710553
500,59,0.24838680000000002,0.0,10.0,0.0,0.3786042,1.5242524965094761,8.60499028128709,14.584729290317103
500,60,0.2954212,0.0,10.0,0.0,0.3786042,1.281574240440429,7.234978396946463,12.058297328244105
500,61,0.23612879999999997,0.0,10.0,0.0,0.3786042,1.6033800197180523,9.051695515328925,14.8388451070966
500,62,0.3092857000000001,0.0,10.0,0.0,0.3786042,1.224124490721685,6.910652513194111,11.146213730958243
500,63,0.36273659999999996,0.0,10.0,0.0,0.3786042,1.0437441383086241,5.892336202081623,9.352914606478766
500,64,0.7474655,0.0,10.0,0.0,0.3786042,0.5065172907645905,2.859484484568185,4.467944507137789
500,65,0.8350469,0.0,10.0,0.0,0.3786042,0.4533927375815658,2.5595759950728523,3.937809223189004
500,66,1.0549479,0.0,10.0,0.0,0.3786042,0.3588842633840022,2.026039390191687,3.0697566518055863
500,67,0.5592296,0.0,10.0,0.0,0.3786042,0.6770103013145227,3.8219829565530876,5.704452173959832
500,68,1.0407346999999998,0.0,10.0,0.0,0.3786042,0.36378550652726394,2.0537087886086636,3.0201599832480346
500,69,1.0609076000000002,0.0,10.0,0.0,0.3786042,0.3568682135937191,2.0146580154577083,2.9197942253010267
500,70,1.1326011,0.0,10.0,0.0,0.3786042,0.33427850281974825,1.8871304292393858,2.6959006131991226
500,71,0.6991211999999999,0.0,10.0,0.0,0.3786042,0.5415430114263451,3.057218118975652,4.305941012641764
500,72,1.2070550000000002,10.0,10.0,1.0,0.3786042,0.3136594438530141,1.7707279287190727,2.4593443454431565
1000,1,19.9447824,0.0,10.0,0.0,2.7918062,0.13997676906216835,1.0,100.0
1000,4,7.0445667,0.0,10.0,0.0,2.7918062,0.39630630511313064,2.8312291230062456,70.78072807515613
1000,8,4.543561800000001,0.0,10.0,0.0,2.7918062,0.6144532247806114,4.389680008314182,54.87100010392727
1000,12,3.0579788999999997,0.0,10.0,0.0,2.7918062,0.9129579671069673,6.522210601256929,54.35175501047441
1000,16,2.3053608999999997,0.0,10.0,0.0,2.7918062,1.2110061379109884,8.651479427798053,54.071746423737835
1000,20,1.8312218999999998,0.0,10.0,0.0,2.7918062,1.5245592027924089,10.891515878004737,54.45757939002369
1000,24,1.494872,0.0,10.0,0.0,2.7918062,1.8675887969003366,13.34213390845504,55.59222461856267
1000,28,1.1857242000000001,0.0,10.0,0.0,2.7918062,2.3545156622425347,16.82076017340289,60.07414347643889
1000,32,2.2858867999999997,0.0,10.0,0.0,2.7918062,1.2213230331440736,8.725183766755206,27.26619927111002
1000,36,1.012476,0.0,10.0,0.0,2.7918062,2.7574048174969086,19.699017458191605,54.71949293942112
1000,40,0.8069872,0.0,10.0,0.0,2.7918062,3.459542109218089,24.715116175324717,61.787790438311795
1000,44,0.8333320000000001,0.0,10.0,0.0,2.7918062,3.35017280027648,23.933777174043477,54.39494812282608
1000,48,0.8029543,0.0,10.0,0.0,2.7918062,3.4769179267113954,24.839249755558942,51.74843699074779
1000,52,1.4101559,0.0,10.0,0.0,2.7918062,1.9797854974758464,14.143671915991701,27.199369069214814
1000,56,0.7572308000000001,0.0,10.0,0.0,2.7918062,3.686862974934458,26.339106121937984,47.03411807488926
1000,60,0.6607111999999999,0.0,10.0,0.0,2.7918062,4.225456144833022,30.18683866718167,50.31139777863613
1000,64,1.4990413000000002,0.0,10.0,0.0,2.7918062,1.8623944517072342,13.305025285160587,20.789102008063416
1000,68,1.5723597999999999,0.0,10.0,0.0,2.7918062,1.7755517534854302,12.684617350303666,18.653849044564215
1000,72,1.7192538,0.0,10.0,0.0,2.7918062,1.6238476250568705,11.600836595504399,16.112273049311664
2000,1,149.614186,0.0,10.0,0.0,22.2149553,0.14848161056064565,1.0,100.0
2000,4,68.8176838,0.0,10.0,0.0,22.2149553,0.3228088199620575,2.1740659920321237,54.351649800803095
2000,8,36.5649619,0.0,10.0,0.0,22.2149553,0.607547612404322,4.091736411736832,51.1467051467104
2000,12,24.986576300000003,0.0,10.0,0.0,22.2149553,0.8890755993649276,5.987782567874254,49.89818806561878
2000,16,18.4891702,0.0,10.0,0.0,22.2149553,1.2015117530801895,8.091990304681168,50.5749394042573
2000,20,13.2374811,0.0,10.0,0.0,22.2149553,1.678185988118238,11.302315362701442,56.51157681350721
2000,24,11.1251867,0.0,10.0,0.0,22.2149553,1.9968164039889775,13.448240468629617,56.034335285956736
2000,28,10.408718200000001,0.0,10.0,0.0,22.2149553,2.1342642651234423,14.373929923475108,51.3354640124111
2000,32,9.0383526,0.0,10.0,0.0,22.2149553,2.4578544656467596,16.553258389144943,51.72893246607795
2000,36,7.8044389999999995,0.0,10.0,0.0,22.2149553,2.846451269591575,19.170395975931132,53.25109993314203
2000,40,6.8907066,0.0,10.0,0.0,22.2149553,3.223900913151635,21.712459212818608,54.281148032046524
2000,44,6.0500502,0.0,10.0,0.0,22.2149553,3.671862970657665,24.729412327851424,56.20320983602597
2000,48,6.1481566,0.0,10.0,0.0,22.2149553,3.613270894889047,24.334804028901928,50.69750839354569
2000,52,5.5128486,0.0,10.0,0.0,22.2149553,4.0296690353513425,27.139179189502862,52.19072921058243
2000,56,6.101848000000001,0.0,10.0,0.0,22.2149553,3.6406929998911797,24.519487538857074,43.78479917653049
2000,60,4.744519299999999,0.0,10.0,0.0,22.2149553,4.682235205577096,31.5341084185283,52.55684736421383
2000,64,4.772613000000001,0.0,10.0,0.0,22.2149553,4.654673509040015,31.34848478181658,48.9820074715884
2000,68,4.5797967,0.0,10.0,0.0,22.2149553,4.850642234839813,32.66830294017199,48.04162197084116
2000,72,4.6468712000000005,0.0,10.0,0.0,22.2149553,4.780626435266808,32.19675768073795,44.71771900102494
