DIM,PROCS,AVG_TIME,PERCENT_ERROR,TOTAL_RUNS,FAILED_RUNS,REF_AVG,SPEEDUP_REF,SPEEDUP,EFFICENCY
500,1,2.3700529999999995,0.0,10.0,0.0,0.3786042,0.15974503523760863,1.0,100.0
500,4,0.5980585,0.0,10.0,0.0,0.3786042,0.6330554619656772,3.5738410205690587,89.34602551422647
500,5,0.5065322,0.0,10.0,0.0,0.3786042,0.7474434991497085,4.219605387377151,84.39210774754302
500,6,0.42292389999999996,0.0,10.0,0.0,0.3786042,0.8952064425774945,5.053783907695926,84.22973179493209
